Date,Open,Close
2024-11-21,5940.580078125,5948.7099609375
2024-11-22,5944.35986328125,5969.33984375
2024-11-25,5992.27978515625,5987.3701171875
2024-11-26,6000.02978515625,6021.6298828125
2024-11-27,6014.10986328125,5998.740234375
2024-11-29,6003.97998046875,6032.3798828125
2024-12-02,6040.10986328125,6047.14990234375
2024-12-03,6042.97021484375,6049.8798828125
2024-12-04,6069.39013671875,6086.490234375
2024-12-05,6089.02978515625,6075.10986328125
2024-12-06,6081.3798828125,6090.27001953125
2024-12-09,6083.009765625,6052.85009765625
2024-12-10,6057.58984375,6034.91015625
2024-12-11,6060.14990234375,6084.18994140625
2024-12-12,6074.2900390625,6051.25
2024-12-13,6068.169921875,6051.08984375
2024-12-16,6063.7900390625,6074.080078125
2024-12-17,6052.5498046875,6050.60986328125
2024-12-18,6047.64990234375,5872.16015625
2024-12-19,5912.7099609375,5867.080078125
2024-12-20,5842.0,5930.85009765625
2024-12-23,5940.25,5974.06982421875
2024-12-24,5984.6298828125,6040.0400390625
2024-12-26,6024.97021484375,6037.58984375
2024-12-27,6006.169921875,5970.83984375
2024-12-30,5920.669921875,5906.93994140625
2024-12-31,5919.740234375,5881.6298828125
2025-01-02,5903.259765625,5868.5498046875
2025-01-03,5891.06982421875,5942.47021484375
2025-01-06,5982.81005859375,5975.3798828125
2025-01-07,5993.259765625,5909.02978515625
2025-01-08,5910.66015625,5918.25
2025-01-10,5890.35009765625,5827.0400390625
2025-01-13,5782.02001953125,5836.22021484375
2025-01-14,5859.27001953125,5842.91015625
2025-01-15,5905.2099609375,5949.91015625
2025-01-16,5963.60986328125,5937.33984375
2025-01-17,5995.39990234375,5996.66015625
2025-01-21,6014.1201171875,6049.240234375
2025-01-22,6081.39013671875,6086.3701171875
2025-01-23,6076.31982421875,6118.7099609375
2025-01-24,6121.43017578125,6101.240234375
2025-01-27,5969.0400390625,6012.27978515625
2025-01-28,6026.97021484375,6067.7001953125
2025-01-29,6057.7001953125,6039.31005859375
2025-01-30,6050.75,6071.169921875
2025-01-31,6096.7900390625,6040.52978515625
2025-02-03,5969.64990234375,5994.56982421875
2025-02-04,5998.14013671875,6037.8798828125
2025-02-05,6020.4501953125,6061.47998046875
2025-02-06,6072.22021484375,6083.56982421875
2025-02-07,6083.1298828125,6025.990234375
2025-02-10,6046.39990234375,6066.43994140625
2025-02-11,6049.31982421875,6068.5
2025-02-12,6025.080078125,6051.97021484375
2025-02-13,6060.58984375,6115.06982421875
2025-02-14,6115.52001953125,6114.6298828125
2025-02-18,6121.60009765625,6129.580078125
2025-02-19,6117.759765625,6144.14990234375
2025-02-20,6134.5,6117.52001953125
2025-02-21,6114.10009765625,6013.1298828125
2025-02-24,6026.68994140625,5983.25
2025-02-25,5982.72998046875,5955.25
2025-02-26,5970.8701171875,5956.06005859375
2025-02-27,5981.8798828125,5861.56982421875
2025-02-28,5856.740234375,5954.5
2025-03-03,5968.330078125,5849.72021484375
2025-03-04,5811.97998046875,5778.14990234375
2025-03-05,5781.35986328125,5842.6298828125
2025-03-06,5785.8701171875,5738.52001953125
2025-03-07,5726.009765625,5770.2001953125
2025-03-10,5705.3701171875,5614.56005859375
2025-03-11,5603.64990234375,5572.06982421875
2025-03-12,5624.83984375,5599.2998046875
2025-03-13,5594.4501953125,5521.52001953125
2025-03-14,5563.85009765625,5638.93994140625
2025-03-17,5635.60009765625,5675.1201171875
2025-03-18,5654.52978515625,5614.66015625
2025-03-19,5632.3701171875,5675.2900390625
2025-03-20,5646.919921875,5662.89013671875
2025-03-21,5630.72998046875,5667.56005859375
2025-03-24,5718.080078125,5767.56982421875
2025-03-25,5775.9599609375,5776.64990234375
2025-03-26,5771.66015625,5712.2001953125
2025-03-27,5695.64013671875,5693.31005859375
2025-03-28,5679.2001953125,5580.93994140625
2025-03-31,5527.91015625,5611.85009765625
2025-04-01,5597.52978515625,5633.06982421875
2025-04-02,5580.759765625,5670.97021484375
2025-04-03,5492.740234375,5396.52001953125
2025-04-04,5292.14013671875,5074.080078125
2025-04-07,4953.7900390625,5062.25
2025-04-08,5193.56982421875,4982.77001953125
2025-04-09,4965.27978515625,5456.89990234375
2025-04-10,5353.14990234375,5268.0498046875
2025-04-11,5255.56005859375,5363.35986328125
2025-04-14,5441.9599609375,5405.97021484375
2025-04-15,5411.990234375,5396.6298828125
2025-04-16,5335.75,5275.7001953125
2025-04-17,5305.4501953125,5282.7001953125
2025-04-21,5232.93994140625,5158.2001953125
2025-04-22,5207.669921875,5287.759765625
2025-04-23,5395.919921875,5375.85986328125
2025-04-24,5381.3798828125,5484.77001953125
2025-04-25,5489.72998046875,5525.2099609375
2025-04-28,5529.22021484375,5528.75
2025-04-29,5508.8701171875,5560.830078125
2025-04-30,5499.43994140625,5569.06005859375
2025-05-01,5625.14013671875,5604.14013671875
2025-05-02,5645.8798828125,5686.669921875
2025-05-05,5655.31982421875,5650.3798828125
2025-05-06,5605.8701171875,5606.91015625
2025-05-07,5614.18017578125,5631.27978515625
2025-05-08,5663.60009765625,5663.93994140625
2025-05-09,5679.64990234375,5659.91015625
2025-05-12,5807.2001953125,5844.18994140625
2025-05-13,5854.14990234375,5886.5498046875
2025-05-14,5896.740234375,5892.580078125
2025-05-15,5869.81982421875,5916.93017578125
2025-05-16,5929.08984375,5958.3798828125
2025-05-19,5902.8798828125,5963.60009765625
2025-05-20,5944.66015625,5940.4599609375
2025-05-21,5910.18017578125,5844.60986328125
2025-05-22,5841.259765625,5842.009765625
2025-05-23,5781.89013671875,5802.81982421875
2025-05-27,5854.06982421875,5921.5400390625
2025-05-28,5925.5400390625,5888.5498046875
2025-05-29,5939.9599609375,5912.169921875
2025-05-30,5903.669921875,5911.68994140625
2025-06-02,5896.68017578125,5935.93994140625
2025-06-03,5938.56005859375,5970.3701171875
2025-06-04,5978.93994140625,5970.81005859375
2025-06-05,5985.669921875,5939.2998046875
2025-06-06,5987.06005859375,6000.35986328125
2025-06-09,6004.6298828125,6005.8798828125
2025-06-10,6009.91015625,6038.81005859375
2025-06-11,6049.3798828125,6022.240234375
2025-06-12,6009.89990234375,6045.259765625
2025-06-13,6000.56005859375,5976.97021484375
2025-06-16,6004.0,6033.10986328125
2025-06-17,6012.14990234375,5982.72021484375
2025-06-18,5987.93017578125,5980.8701171875
2025-06-20,5999.669921875,5967.83984375
2025-06-23,5969.669921875,6025.169921875
2025-06-24,6061.2099609375,6092.18017578125
2025-06-25,6104.22998046875,6092.16015625
2025-06-26,6112.08984375,6141.02001953125
2025-06-27,6150.7001953125,6173.06982421875
2025-06-30,6193.35986328125,6204.9501953125
2025-07-01,6187.25,6198.009765625
2025-07-02,6193.8798828125,6227.419921875
2025-07-03,6246.4599609375,6279.35009765625
